CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_DIRECTION,DOORING_I,WORK_ZONE_I,NUM_UNITS,INJURIES_TOTAL,CRASH_HOUR,LATITUDE,LONGITUDE,NUM_PASSENGERS,LIC_PLATE_STATE,VEHICLE_DEFECT,VEHICLE_TYPE,VEHICLE_USE,TRAVEL_DIRECTION,MANEUVER,OCCUPANT_CNT,EXCEED_SPEED_LIMIT_I,FIRST_CONTACT_POINT,PERSON_TYPE,CITY,SEX,AGE,SAFETY_EQUIPMENT,AIRBAG_DEPLOYED,EJECTION,DRIVER_ACTION,DRIVER_VISION,PHYSICAL_CONDITION,PEDPEDAL_ACTION,PEDPEDAL_VISIBILITY,BAC_RESULT VALUE,CELL_PHONE_USE,INJURY,FATALITIES,Location,VEHICLE_AGE,AGE_binned,VEHICLE_AGE_binned,PEDPEDAL_ACTION_NEW,PHYSICAL_CONDITION_NEW,LOCATION_NEW,LOCATION_ADDRESS
2018-10-17 11:30:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,N,FOLLOWING TOO CLOSELY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,W,N,N,2,1,Morning,41.742766071,-87.692498082,0,IL,UNABLE TO DETERMINE,PASSENGER,PERSONAL,E,STRAIGHT AHEAD,1,N,FRONT,DRIVER,CHICAGO,F,51.0,USED SAFETY EQUIP,NOT DEPLOYED,NONE,FOLLOWED TOO CLOSELY,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,5.0,between 51 and 60,5 to 10,UNABLE TO DETERMINE,NORMAL,"41.742766071, -87.692498082","8246, South California Avenue, Ashburn, Chicago, Cook County, Illinois, 60655, United States of America"
2020-03-20 21:29:00,20,NO_SIGN,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,N,N,PHYSICAL CONDITION OF DRIVER,UNABLE TO DETERMINE,N,N,N,3,1,Night,41.969243079,-87.717202511,0,IL,NONE,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,1,N,OTHER,DRIVER,SKOKIE,M,32.0,UNABLE TO DETERMINE,NOT DEPLOYED,NONE,OTHER,NOT OBSCURED,ILLNESS/FAINTED,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,5.0,between 31 and 40,5 to 10,UNABLE TO DETERMINE,FATIGUED,"41.969243079, -87.717202511","4814, North Drake Avenue, Albany Park, Chicago, Jefferson Township, Cook County, Illinois, 60625, United States of America"
2019-10-06 14:34:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,N,N,DISREGARDING STOP SIGN,UNABLE TO DETERMINE,E,N,N,2,1,Afternoon,41.75679077,-87.590969052,0,IL,UNABLE TO DETERMINE,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,1,N,OTHER,DRIVER,CHICAGO,F,74.0,UNABLE TO DETERMINE,NOT DEPLOYED,NONE,OTHER,OTHER,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,7.0,Over 60,5 to 10,UNABLE TO DETERMINE,NORMAL,"41.75679077, -87.590969052","1359, East 76th Street, South Shore, Chicago, Cook County, Illinois, 60649, United States of America"
2020-07-25 22:55:00,30,NO_SIGN,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,N,N,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",FAILING TO REDUCE SPEED TO AVOID CRASH,W,N,N,4,1,Night,41.76529871,-87.631477917,0,IL,UNABLE TO DETERMINE,SPORT UTILITY VEHICLE (SUV),PERSONAL,W,OTHER,0,N,OTHER,UNABLE TO DETERMINE,OTHER,UNABLE TO DETERMINE,41.0,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,OTHER,OTHER,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,1.0,between 41 and 50,Below 5,UNABLE TO DETERMINE,UNABLE TO DETERMINE,"41.76529871, -87.631477917","7100, South Yale Avenue, Auburn Park, Chicago, Cook County, Illinois, 60621, United States of America"
2019-06-10 05:50:00,40,NO_SIGN,NO CONTROLS,CLEAR,DUSK,PEDESTRIAN,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,Y,DRIVING ON WRONG SIDE/WRONG WAY,FAILING TO YIELD RIGHT-OF-WAY,W,N,N,2,1,Early_morning,41.893041358,-87.636737225,0,XX,UNABLE TO DETERMINE,PASSENGER,UNKNOWN/NA,E,STRAIGHT AHEAD,1,N,OTHER,DRIVER,OTHER,X,37.0,UNABLE TO DETERMINE,UNABLE TO DETERMINE,NONE,WRONG WAY/SIDE,OTHER,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Downtown,13.0,between 31 and 40,11 to 15,UNABLE TO DETERMINE,UNABLE TO DETERMINE,"41.893041358, -87.636737225","319, West Ontario Street, Near North Side, Chicago, Cook County, Illinois, 60654, United States of America"
2018-12-10 13:16:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,N,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",DISREGARDING TRAFFIC SIGNALS,S,N,N,4,2,Afternoon,41.862446507,-87.705701626,1,IL,NONE,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,2,N,FRONT,DRIVER,WEST CHESTER,F,35.0,UNABLE TO DETERMINE,DEPLOYED,NONE,NONE,NOT OBSCURED,EMOTIONAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Downtown,1.0,between 31 and 40,Below 5,UNABLE TO DETERMINE,EMOTIONAL,"41.862446507, -87.705701626","3209, West Douglas Boulevard, North Lawndale, Chicago, Cook County, Illinois, 60623, United States of America"
2020-08-19 00:56:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,DARKNESS,ANGLE,DIVIDED,2,STRAIGHT AND LEVEL,DRY,CLEAR,Y,N,Y,DISREGARDING STOP SIGN,UNABLE TO DETERMINE,N,N,N,3,2,Night,41.999293813,-87.69984117,0,IL,UNABLE TO DETERMINE,PASSENGER,NOT IN USE,W,OTHER,0,N,OTHER,UNABLE TO DETERMINE,OTHER,UNABLE TO DETERMINE,50.0,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,OTHER,OTHER,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,5.0,between 41 and 50,5 to 10,UNABLE TO DETERMINE,UNABLE TO DETERMINE,"41.999293813, -87.69984117","The ARK, 6450-6456, North California Avenue, West Ridge, Rogers Park, Chicago, Jefferson Township, Cook County, Illinois, 60645, United States of America"
2019-11-30 22:06:00,35,NO_SIGN,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,NOT_DIVIDED,2,STRAIGHT AND LEVEL,WET,CLEAR,N,N,N,UNABLE TO DETERMINE,NOT APPLICABLE,S,N,N,2,1,Night,41.679079913,-87.559458672,0,IL,UNABLE TO DETERMINE,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,1,N,OTHER,DRIVER,CHICAGO,F,58.0,UNABLE TO DETERMINE,NOT DEPLOYED,NONE,OTHER,OTHER,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,2.0,between 51 and 60,Below 5,UNABLE TO DETERMINE,UNABLE TO DETERMINE,"41.679079913, -87.559458672","Indian Ridge Marsh, East 117th Street, South Deering, Chicago, Cook County, Illinois, 60633, United States of America"
2018-07-19 18:30:00,30,NO_SIGN,NO CONTROLS,CLEAR,DAYLIGHT,PEDESTRIAN,DIVIDED,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,N,Y,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,W,N,N,2,1,Night,41.699189912,-87.667228892,0,IL,UNABLE TO DETERMINE,OTHER,OTHER,N,OTHER,0,N,OTHER,PEDESTRIAN,CHICAGO,M,83.0,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,NONE,OTHER,NORMAL,ENTER FROM DRIVE/ALLEY,OTHER LIGHT SOURCE USED,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,6.0,Over 60,5 to 10,ENTER FROM DRIVE/ALLEY,NORMAL,"41.699189912, -87.667228892","1805, West 107th Street, Beverly, Chicago, Cook County, Illinois, 60628:60827, United States of America"
2020-03-25 09:05:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDESTRIAN,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,N,N,PHYSICAL CONDITION OF DRIVER,NOT APPLICABLE,W,N,N,6,4,Morning,41.779076975,-87.683416984,0,IL,UNABLE TO DETERMINE,OTHER,OTHER,N,OTHER,0,N,OTHER,PEDESTRIAN,CHICAGO,M,64.0,DID NOT USE SAFETY EQUIP,UNABLE TO DETERMINE,UNABLE TO DETERMINE,NONE,OTHER,UNABLE TO DETERMINE,NO ACTION,NO CONTRASTING CLOTHING,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,7.0,Over 60,5 to 10,NO ACTION,UNABLE TO DETERMINE,"41.779076975, -87.683416984","6301-6311, South Western Avenue, Chicago Lawn, Chicago, Cook County, Illinois, 60643, United States of America"
2018-12-05 15:58:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,N,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,W,N,N,2,2,Afternoon,41.876038171,-87.701103023,0,IL,UNABLE TO DETERMINE,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,1,N,FRONT,DRIVER,BERWYN,M,19.0,UNABLE TO DETERMINE,NOT DEPLOYED,NONE,FAILED TO YIELD,OTHER,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Downtown,8.0,between 19 and 30,5 to 10,UNABLE TO DETERMINE,NORMAL,"41.876038171, -87.701103023","340, South Sacramento Boulevard, East Garfield Park, Chicago, Cook County, Illinois, 60612, United States of America"
2020-03-15 16:20:00,30,NO_SIGN,OTHER,CLEAR,DAYLIGHT,PEDESTRIAN,DIVIDED,2,STRAIGHT AND LEVEL,NO DEFECTS,CLEAR,N,N,N,NOT APPLICABLE,NOT APPLICABLE,N,N,N,2,1,Afternoon,41.908993482,-87.632063608,0,IL,UNABLE TO DETERMINE,OTHER,UNKNOWN/NA,E,OTHER,1,N,OTHER,DRIVER,NORTHFIELD,M,39.0,USED SAFETY EQUIP,NOT APPLICABLE,NONE,OTHER,OTHER,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Downtown,7.0,between 31 and 40,5 to 10,UNABLE TO DETERMINE,NORMAL,"41.908993482, -87.632063608","Bryant House, 1455, North Sandburg Terrace, Near North Side, Lincoln Park, Chicago, Cook County, Illinois, 60610, United States of America"
2018-03-23 20:44:00,30,NO_SIGN,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE OPPOSITE DIRECTION,NOT_DIVIDED,2,"CURVE, LEVEL",NO DEFECTS,CLEAR,N,N,N,UNABLE TO DETERMINE,UNABLE TO DETERMINE,S,N,N,4,5,Night,41.846953533,-87.734240501,0,IL,UNABLE TO DETERMINE,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,1,N,FRONT,DRIVER,BERWYN,M,30.0,UNABLE TO DETERMINE,DEPLOYED,NONE,OTHER,OTHER,REMOVED BY EMS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,FATAL,Downtown,5.0,between 19 and 30,5 to 10,UNABLE TO DETERMINE,REMOVED BY EMS,"41.846953533, -87.734240501","2418, South Kostner Avenue, North Lawndale, Chicago, Cook County, Illinois, 60623, United States of America"
2018-01-22 18:15:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,NOT_DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,N,N,N,UNABLE TO DETERMINE,UNABLE TO DETERMINE,S,N,N,2,1,Night,41.750475193,-87.64903192,0,IL,UNABLE TO DETERMINE,OTHER,OTHER,N,OTHER,0,N,OTHER,PEDESTRIAN,CHICAGO,M,33.0,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,OTHER,OTHER,UNABLE TO DETERMINE,UNABLE TO DETERMINE,NO CONTRASTING CLOTHING,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,12.0,between 31 and 40,11 to 15,UNABLE TO DETERMINE,UNABLE TO DETERMINE,"41.750475193, -87.64903192","1000-1002, West 79th Street, Auburn Gresham, Chicago, Cook County, Illinois, 60652, United States of America"
2020-02-03 09:10:00,30,NO_SIGN,NO CONTROLS,CLEAR,DAYLIGHT,PEDESTRIAN,NOT_DIVIDED,2,CURVE ON GRADE,DRY,NO DEFECTS,Y,N,N,UNABLE TO DETERMINE,UNABLE TO DETERMINE,N,N,N,3,1,Morning,41.921137371,-87.806017397,0,IL,UNABLE TO DETERMINE,OTHER,OTHER,N,OTHER,0,N,OTHER,PEDESTRIAN,ELMWOOD PARK,M,29.0,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,NONE,NOT OBSCURED,NORMAL,CROSSING - NO CONTROLS (AT INTERSECTION),NO CONTRASTING CLOTHING,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,9.0,between 19 and 30,5 to 10,CROSSING,NORMAL,"41.921137371, -87.806017397","7177, West Belden Avenue, Beat 2512, Chicago, Jefferson Township, Cook County, Illinois, 60707, United States of America"
2018-10-16 07:55:00,30,NO_SIGN,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT_DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,Y,N,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",PHYSICAL CONDITION OF DRIVER,N,N,N,5,3,Early_morning,41.986887706,-87.660315181,1,IL,NONE,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,2,N,FRONT,DRIVER,CHICAGO,F,43.0,USED SAFETY EQUIP,DEPLOYED,NONE,OTHER,OTHER,ILLNESS/FAINTED,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,12.0,between 41 and 50,11 to 15,UNABLE TO DETERMINE,FATIGUED,"41.986887706, -87.660315181","1200, West Victoria Street, Edgewater, Chicago, Cook County, Illinois, 60660, United States of America"
2019-06-11 06:54:00,30,NO_SIGN,NO CONTROLS,CLEAR,DAYLIGHT,FIXED OBJECT,NOT_DIVIDED,2,STRAIGHT ON GRADE,DRY,"RUT, HOLES",N,N,N,ROAD CONSTRUCTION/MAINTENANCE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,N,N,N,1,1,Early_morning,41.915584344,-87.667666299,0,IL,NONE,VAN/MINI-VAN,OTHER,N,STRAIGHT AHEAD,1,N,OTHER,DRIVER,MARSEILLES,M,32.0,USED SAFETY EQUIP,NOT APPLICABLE,NONE,OTHER,OTHER,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,27.0,between 31 and 40,Over 15,UNABLE TO DETERMINE,NORMAL,"41.915584344, -87.667666299","North Ashland Avenue, Logan Square, Chicago, Cook County, Illinois, 606476, United States of America"
2020-08-14 16:01:00,30,NO_SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,N,FAILING TO YIELD RIGHT-OF-WAY,IMPROPER TURNING/NO SIGNAL,S,N,N,2,1,Afternoon,41.721256303,-87.655529385,0,IL,NONE,PASSENGER,PERSONAL,NW,TURN,1,N,OTHER,DRIVER,EVERGREEN PARK,F,33.0,USED SAFETY EQUIP,NOT DEPLOYED,NONE,FAILED TO YIELD,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,3.0,between 31 and 40,Below 5,UNABLE TO DETERMINE,NORMAL,"41.721256303, -87.655529385","1301-1315, West 95th Street, Washington Heights, Chicago, Cook County, Illinois, 60617, United States of America"
2020-08-22 21:40:00,30,NO_SIGN,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,N,N,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,S,N,N,3,1,Night,41.731766199,-87.662800894,0,IL,UNABLE TO DETERMINE,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,1,N,FRONT,DRIVER,OAK PARK,F,63.0,USED SAFETY EQUIP,NOT APPLICABLE,NONE,NONE,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,1.0,Over 60,Below 5,UNABLE TO DETERMINE,NORMAL,"41.731766199, -87.662800894","New Budget Motel, 8903, South Ashland Avenue, Auburn Gresham, Chicago, Cook County, Illinois, 60620, United States of America"
2018-07-22 16:25:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,N,FOLLOWING TOO CLOSELY,FAILING TO REDUCE SPEED TO AVOID CRASH,N,N,N,2,2,Afternoon,41.992137881,-87.674680131,3,IL,NONE,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,4,N,FRONT,DRIVER,CHICAGO,M,46.0,UNABLE TO DETERMINE,NOT DEPLOYED,NONE,FOLLOWED TOO CLOSELY,OTHER,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,13.0,between 41 and 50,11 to 15,UNABLE TO DETERMINE,NORMAL,"41.992137881, -87.674680131","6081, North Ridge Avenue, Edgewater, Chicago, Cook County, Illinois, 60660, United States of America"
2020-06-12 18:47:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDESTRIAN,DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,Y,UNABLE TO DETERMINE,NOT APPLICABLE,W,N,N,2,1,Night,41.779565409,-87.649887233,0,IL,UNABLE TO DETERMINE,OTHER,OTHER,N,OTHER,0,N,OTHER,PEDESTRIAN,CHICAGO,M,15.0,DID NOT USE SAFETY EQUIP,UNABLE TO DETERMINE,UNABLE TO DETERMINE,OTHER,OTHER,NORMAL,CROSSING - WITH SIGNAL,CONTRASTING CLOTHING,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,8.0,below 18,5 to 10,CROSSING,NORMAL,"41.779565409, -87.649887233","1007, West 63rd Street, Englewood, Chicago, Cook County, Illinois, 60636, United States of America"
2018-11-08 10:00:00,30,NO_SIGN,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,CLEAR,N,N,N,UNABLE TO DETERMINE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,W,N,N,3,2,Morning,41.86608689,-87.723429729,0,IL,UNABLE TO DETERMINE,PASSENGER,PERSONAL,E,STRAIGHT AHEAD,1,N,OTHER,DRIVER,CHICAGO,F,35.0,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,OTHER,OTHER,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Downtown,4.0,between 31 and 40,Below 5,UNABLE TO DETERMINE,NORMAL,"41.86608689, -87.723429729","3915, West Roosevelt Road, North Lawndale, Chicago, Cook County, Illinois, 60624, United States of America"
2018-10-21 15:35:00,20,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,CLEAR,N,N,Y,UNABLE TO DETERMINE,UNABLE TO DETERMINE,W,N,N,2,1,Afternoon,41.997852798,-87.676631381,0,IL,UNABLE TO DETERMINE,SPORT UTILITY VEHICLE (SUV),UNKNOWN/NA,E,STRAIGHT AHEAD,1,N,FRONT,DRIVER,OTHER,F,32.0,UNABLE TO DETERMINE,UNABLE TO DETERMINE,NONE,TOO FAST FOR CONDITIONS,OTHER,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,7.0,between 31 and 40,5 to 10,UNABLE TO DETERMINE,UNABLE TO DETERMINE,"41.997852798, -87.676631381","West Devon Avenue, Rogers Park, Edgewater, Chicago, Cook County, Illinois, 60660, United States of America"
2018-01-11 16:30:00,30,SIGN,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",ANGLE,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,Y,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,W,N,N,2,2,Afternoon,41.857153553,-87.724973935,1,IL,NONE,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,2,N,SIDE,DRIVER,CHICAGO,F,38.0,USED SAFETY EQUIP,NOT DEPLOYED,NONE,NONE,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Downtown,5.0,between 31 and 40,5 to 10,UNABLE TO DETERMINE,NORMAL,"41.857153553, -87.724973935","1650, South Pulaski Road, North Lawndale, Chicago, Cook County, Illinois, 60652, United States of America"
2018-08-06 19:17:00,35,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED,4,STRAIGHT AND LEVEL,DRY,OTHER,N,N,N,FAILING TO REDUCE SPEED TO AVOID CRASH,EQUIPMENT - VEHICLE CONDITION,W,N,N,2,2,Night,41.749564824,-87.728199093,2,IL,UNABLE TO DETERMINE,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,3,N,REAR,DRIVER,NEW BOSTON,F,53.0,USED SAFETY EQUIP,NOT DEPLOYED,NONE,NONE,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,10.0,between 51 and 60,5 to 10,UNABLE TO DETERMINE,NORMAL,"41.749564824, -87.728199093","4244, West 79th Street, Ashburn, Chicago, Cook County, Illinois, 60652, United States of America"
2020-03-14 11:20:00,35,SIGN,NOT FUNCTIONING,CLEAR,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,N,IMPROPER LANE USAGE,IMPROPER LANE USAGE,S,N,N,2,1,Morning,41.738468404,-87.72170401,0,IL,NONE,PICKUP,PERSONAL,N,LANE,1,N,OTHER,DRIVER,CHICAGO,M,73.0,USED SAFETY EQUIP,DEPLOYED,NONE,IMPROPER LANE CHANGE,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,12.0,Over 60,11 to 15,UNABLE TO DETERMINE,NORMAL,"41.738468404, -87.72170401","4001, West 85th Street, Ashburn, Chicago, Cook County, Illinois, 60652, United States of America"
2019-07-28 13:50:00,25,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,N,DISREGARDING STOP SIGN,NOT APPLICABLE,W,N,N,2,1,Afternoon,41.976201139,-87.905309125,0,IL,UNABLE TO DETERMINE,OTHER,OTHER,S,STRAIGHT AHEAD,1,N,OTHER,DRIVER,CHICAGO,M,35.0,USED SAFETY EQUIP,NOT DEPLOYED,NONE,OTHER,OTHER,REMOVED BY EMS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,3.0,between 31 and 40,Below 5,UNABLE TO DETERMINE,REMOVED BY EMS,"41.976201139, -87.905309125","Concourse E/F & Concourse E/F Link, O'Hare Commercial Arrivals, O'Hare, Chicago, Jefferson Township, Cook County, Illinois, 60666, United States of America"
2019-06-18 13:10:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,N,DISREGARDING TRAFFIC SIGNALS,UNABLE TO DETERMINE,W,N,N,2,1,Afternoon,41.935037657,-87.766433001,1,IL,NONE,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,2,N,OTHER,DRIVER,CHICAGO,F,32.0,USED SAFETY EQUIP,DEPLOYED,NONE,DISREGARDED CONTROL DEVICES,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,5.0,between 31 and 40,5 to 10,UNABLE TO DETERMINE,NORMAL,"41.935037657, -87.766433001","3000-3002, North Central Avenue, Beat 2514, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States of America"
